ProductID,BranchID,City,Year,Month,ProductSalesAmount,TotalTransactions,UnitsSold,RankedProduct
212,6,Indianapolis,2019,August,"$ 7,547.32",47,68,8
2006,6,Indianapolis,2019,August,"$ 7,423.02",41,66,9
149,6,Indianapolis,2019,August,"$ 7,249.42",41,58,10
1594,6,Indianapolis,2019,September,"$ 10,411.00",18,29,1
115,6,Indianapolis,2019,September,"$ 7,553.04",42,66,2
206,6,Indianapolis,2019,September,"$ 7,129.54",30,46,3
149,6,Indianapolis,2019,September,"$ 6,499.48",34,52,4
2006,6,Indianapolis,2019,September,"$ 6,298.32",37,56,5
181,6,Indianapolis,2019,September,"$ 6,239.35",41,65,6
212,6,Indianapolis,2019,September,"$ 6,104.45",36,55,7
177,6,Indianapolis,2019,September,"$ 5,984.43",36,57,8
2008,6,Indianapolis,2019,September,"$ 5,915.49",33,51,9
152,6,Indianapolis,2019,September,"$ 5,799.42",36,58,10
1594,6,Indianapolis,2019,October,"$ 8,257.00",14,23,1
1552,6,Indianapolis,2019,October,"$ 7,998.40",23,32,2
177,6,Indianapolis,2019,October,"$ 7,559.28",47,72,3
1551,6,Indianapolis,2019,October,"$ 7,358.40",20,32,4
2008,6,Indianapolis,2019,October,"$ 7,307.37",40,63,5
173,6,Indianapolis,2019,October,"$ 7,307.37",42,63,6
119,6,Indianapolis,2019,October,"$ 6,803.28",46,72,7
242,6,Indianapolis,2019,October,"$ 6,709.39",43,61,8
204,6,Indianapolis,2019,October,"$ 6,299.50",32,50,9
201,6,Indianapolis,2019,October,"$ 6,239.52",32,48,10
1594,6,Indianapolis,2019,November,"$ 8,975.00",17,25,1
201,6,Indianapolis,2019,November,"$ 7,409.43",37,57,2
198,6,Indianapolis,2019,November,"$ 6,649.50",36,50,3
1645,6,Indianapolis,2019,November,"$ 6,444.00",21,36,4
115,6,Indianapolis,2019,November,"$ 6,294.20",34,55,5
2008,6,Indianapolis,2019,November,"$ 6,263.46",38,54,6
2014,6,Indianapolis,2019,November,"$ 6,204.27",49,73,7
176,6,Indianapolis,2019,November,"$ 6,199.38",43,62,8
125,6,Indianapolis,2019,November,"$ 6,174.35",43,65,9
212,6,Indianapolis,2019,November,"$ 6,104.45",36,55,10
206,6,Indianapolis,2019,December,"$ 11,469.26",49,74,1
1593,6,Indianapolis,2019,December,"$ 10,450.00",32,50,2
198,6,Indianapolis,2019,December,"$ 10,240.23",48,77,3
109,6,Indianapolis,2019,December,"$ 9,269.64",51,81,4
149,6,Indianapolis,2019,December,"$ 8,999.28",47,72,5
1594,6,Indianapolis,2019,December,"$ 8,975.00",16,25,6
1645,6,Indianapolis,2019,December,"$ 8,592.00",31,48,7
1635,6,Indianapolis,2019,December,"$ 8,279.54",30,46,8
177,6,Indianapolis,2019,December,"$ 8,084.23",53,77,9
137,6,Indianapolis,2019,December,"$ 8,009.11",57,89,10
1594,6,Indianapolis,2020,January,"$ 10,411.00",17,29,1
206,6,Indianapolis,2020,January,"$ 9,144.41",36,59,2
109,6,Indianapolis,2020,January,"$ 8,125.24",47,71,3
204,6,Indianapolis,2020,January,"$ 7,937.37",45,63,4
106,6,Indianapolis,2020,January,"$ 7,781.92",45,68,5
2008,6,Indianapolis,2020,January,"$ 7,771.33",45,67,6
1592,6,Indianapolis,2020,January,"$ 7,749.00",27,41,7
201,6,Indianapolis,2020,January,"$ 7,669.41",38,59,8
1552,6,Indianapolis,2020,January,"$ 7,498.50",18,30,9
1634,6,Indianapolis,2020,January,"$ 7,349.51",31,49,10
1594,6,Indianapolis,2020,Febuary,"$ 12,924.00",23,36,1
1552,6,Indianapolis,2020,Febuary,"$ 11,247.75",29,45,2
198,6,Indianapolis,2020,Febuary,"$ 9,974.25",51,75,3
149,6,Indianapolis,2020,Febuary,"$ 7,374.41",41,59,4
206,6,Indianapolis,2020,Febuary,"$ 7,129.54",31,46,5
135,6,Indianapolis,2020,Febuary,"$ 7,119.20",49,80,6
177,6,Indianapolis,2020,Febuary,"$ 6,929.34",43,66,7
1551,6,Indianapolis,2020,Febuary,"$ 6,898.50",22,30,8
2008,6,Indianapolis,2020,Febuary,"$ 6,843.41",35,59,9
162,6,Indianapolis,2020,Febuary,"$ 6,839.24",50,76,10
1594,6,Indianapolis,2020,March,"$ 13,283.00",22,37,1
206,6,Indianapolis,2020,March,"$ 9,609.38",40,62,2
1552,6,Indianapolis,2020,March,"$ 9,498.10",25,38,3
149,6,Indianapolis,2020,March,"$ 8,249.34",45,66,4
177,6,Indianapolis,2020,March,"$ 7,979.24",52,76,5
112,6,Indianapolis,2020,March,"$ 7,937.28",44,72,6
185,6,Indianapolis,2020,March,"$ 7,809.29",52,71,7
109,6,Indianapolis,2020,March,"$ 7,667.48",45,67,8
4,6,Indianapolis,2020,March,"$ 7,478.24",58,88,9
2006,6,Indianapolis,2020,March,"$ 7,198.08",40,64,10
1594,6,Indianapolis,2020,April,"$ 15,796.00",27,44,1
206,6,Indianapolis,2020,April,"$ 11,934.23",50,77,2
198,6,Indianapolis,2020,April,"$ 9,442.29",47,71,3
109,6,Indianapolis,2020,April,"$ 9,040.76",52,79,4
2007,6,Indianapolis,2020,April,"$ 9,008.23",51,77,5
173,6,Indianapolis,2020,April,"$ 8,815.24",48,76,6
2008,6,Indianapolis,2020,April,"$ 8,699.25",55,75,7
176,6,Indianapolis,2020,April,"$ 8,399.16",53,84,8
1551,6,Indianapolis,2020,April,"$ 8,048.25",24,35,9
175,6,Indianapolis,2020,April,"$ 7,224.15",48,85,10
206,6,Indianapolis,2020,May,"$ 9,609.38",40,62,1
1592,6,Indianapolis,2020,May,"$ 9,450.00",32,50,2
204,6,Indianapolis,2020,May,"$ 8,441.33",46,67,3
1594,6,Indianapolis,2020,May,"$ 8,257.00",15,23,4
201,6,Indianapolis,2020,May,"$ 7,929.39",42,61,5
198,6,Indianapolis,2020,May,"$ 7,846.41",43,59,6
1593,6,Indianapolis,2020,May,"$ 7,733.00",24,37,7
242,6,Indianapolis,2020,May,"$ 7,589.31",45,69,8
181,6,Indianapolis,2020,May,"$ 7,487.22",49,78,9
2009,6,Indianapolis,2020,May,"$ 7,399.26",49,74,10
198,6,Indianapolis,2020,June,"$ 11,038.17",54,83,1
1551,6,Indianapolis,2020,June,"$ 9,657.90",26,42,2
149,6,Indianapolis,2020,June,"$ 9,499.24",51,76,3
1593,6,Indianapolis,2020,June,"$ 8,987.00",30,43,4
1594,6,Indianapolis,2020,June,"$ 8,975.00",18,25,5
201,6,Indianapolis,2020,June,"$ 8,969.31",44,69,6
204,6,Indianapolis,2020,June,"$ 8,693.31",42,69,7
1635,6,Indianapolis,2020,June,"$ 8,639.52",29,48,8
1552,6,Indianapolis,2020,June,"$ 8,248.35",22,33,9
1644,6,Indianapolis,2020,June,"$ 7,748.00",36,52,10
1594,6,Indianapolis,2020,July,"$ 15,437.00",29,43,1
1552,6,Indianapolis,2020,July,"$ 10,747.85",26,43,2
211,6,Indianapolis,2020,July,"$ 9,539.10",57,90,3
204,6,Indianapolis,2020,July,"$ 9,071.28",52,72,4
2007,6,Indianapolis,2020,July,"$ 8,657.26",48,74,5
219,6,Indianapolis,2020,July,"$ 8,527.18",52,82,6
206,6,Indianapolis,2020,July,"$ 8,524.45",33,55,7
198,6,Indianapolis,2020,July,"$ 8,378.37",37,63,8
2008,6,Indianapolis,2020,July,"$ 8,235.29",46,71,9
212,6,Indianapolis,2020,July,"$ 8,213.26",48,74,10
1594,6,Indianapolis,2020,August,"$ 16,155.00",30,45,1
177,6,Indianapolis,2020,August,"$ 9,659.08",56,92,2
2008,6,Indianapolis,2020,August,"$ 9,511.18",55,82,3
2009,6,Indianapolis,2020,August,"$ 8,699.13",55,87,4
206,6,Indianapolis,2020,August,"$ 8,679.44",39,56,5
204,6,Indianapolis,2020,August,"$ 8,567.32",43,68,6
106,6,Indianapolis,2020,August,"$ 8,468.56",46,74,7
198,6,Indianapolis,2020,August,"$ 8,112.39",40,61,8
1572,6,Indianapolis,2020,August,"$ 8,055.00",29,45,9
1645,6,Indianapolis,2020,August,"$ 7,876.00",30,44,10
201,6,Indianapolis,2020,September,"$ 10,269.21",47,79,1
173,6,Indianapolis,2020,September,"$ 8,467.27",46,73,2
1594,6,Indianapolis,2020,September,"$ 8,257.00",16,23,3
109,6,Indianapolis,2020,September,"$ 7,667.48",42,67,4
212,6,Indianapolis,2020,September,"$ 7,547.32",45,68,5
211,6,Indianapolis,2020,September,"$ 7,419.30",44,70,6
125,6,Indianapolis,2020,September,"$ 7,409.22",50,78,7
152,6,Indianapolis,2020,September,"$ 7,299.27",44,73,8
204,6,Indianapolis,2020,September,"$ 7,181.43",39,57,9
2014,6,Indianapolis,2020,September,"$ 7,139.16",52,84,10
206,6,Indianapolis,2020,October,"$ 13,019.16",54,84,1
1594,6,Indianapolis,2020,October,"$ 11,129.00",20,31,2
173,6,Indianapolis,2020,October,"$ 9,163.21",50,79,3
149,6,Indianapolis,2020,October,"$ 8,874.29",45,71,4
1552,6,Indianapolis,2020,October,"$ 8,498.30",24,34,5
2008,6,Indianapolis,2020,October,"$ 8,351.28",46,72,6
198,6,Indianapolis,2020,October,"$ 8,245.38",39,62,7
168,6,Indianapolis,2020,October,"$ 8,199.18",56,82,8
201,6,Indianapolis,2020,October,"$ 7,539.42",39,58,9
109,6,Indianapolis,2020,October,"$ 7,438.60",45,65,10
204,6,Indianapolis,2020,November,"$ 9,575.24",45,76,1
1552,6,Indianapolis,2020,November,"$ 8,748.25",22,35,2
206,6,Indianapolis,2020,November,"$ 8,679.44",38,56,3
198,6,Indianapolis,2020,November,"$ 8,511.36",43,64,4
173,6,Indianapolis,2020,November,"$ 7,655.34",41,66,5
1635,6,Indianapolis,2020,November,"$ 7,379.59",25,41,6
123,6,Indianapolis,2020,November,"$ 7,314.23",55,77,7
115,6,Indianapolis,2020,November,"$ 6,751.96",40,59,8
2008,6,Indianapolis,2020,November,"$ 6,727.42",38,58,9
212,6,Indianapolis,2020,November,"$ 6,659.40",44,60,10
1594,6,Indianapolis,2020,December,"$ 15,796.00",28,44,1
206,6,Indianapolis,2020,December,"$ 13,174.15",59,85,2
1551,6,Indianapolis,2020,December,"$ 10,347.75",27,45,3
198,6,Indianapolis,2020,December,"$ 10,240.23",56,77,4
106,6,Indianapolis,2020,December,"$ 9,956.28",60,87,5
115,6,Indianapolis,2020,December,"$ 9,841.84",60,86,6
212,6,Indianapolis,2020,December,"$ 9,545.14",53,86,7
1592,6,Indianapolis,2020,December,"$ 9,450.00",30,50,8
201,6,Indianapolis,2020,December,"$ 9,359.28",48,72,9
109,6,Indianapolis,2020,December,"$ 8,926.32",50,78,10
201,6,Indianapolis,2021,January,"$ 8,059.38",40,62,1
1594,6,Indianapolis,2021,January,"$ 7,898.00",17,22,2
1552,6,Indianapolis,2021,January,"$ 7,748.45",20,31,3
204,6,Indianapolis,2021,January,"$ 7,307.42",37,58,4
112,6,Indianapolis,2021,January,"$ 6,945.12",42,63,5
15,6,Indianapolis,2021,January,"$ 6,713.42",48,79,6
1551,6,Indianapolis,2021,January,"$ 6,438.60",20,28,7
183,6,Indianapolis,2021,January,"$ 6,199.38",41,62,8
106,6,Indianapolis,2021,January,"$ 6,065.32",35,53,9
219,6,Indianapolis,2021,January,"$ 5,927.43",36,57,10
1552,6,Indianapolis,2021,Febuary,"$ 7,498.50",21,30,1
109,6,Indianapolis,2021,Febuary,"$ 6,065.32",35,53,2
206,6,Indianapolis,2021,Febuary,"$ 6,044.61",27,39,3
197,6,Indianapolis,2021,Febuary,"$ 6,041.43",36,57,4
1655,6,Indianapolis,2021,Febuary,"$ 6,019.57",28,43,5
212,6,Indianapolis,2021,Febuary,"$ 5,882.47",34,53,6
106,6,Indianapolis,2021,Febuary,"$ 5,836.44",37,51,7
1592,6,Indianapolis,2021,Febuary,"$ 5,670.00",19,30,8
204,6,Indianapolis,2021,Febuary,"$ 5,669.55",27,45,9
198,6,Indianapolis,2021,Febuary,"$ 5,585.58",28,42,10
149,6,Indianapolis,2021,March,"$ 8,749.30",48,70,1
201,6,Indianapolis,2021,March,"$ 7,669.41",38,59,2
198,6,Indianapolis,2021,March,"$ 7,447.44",35,56,3
206,6,Indianapolis,2021,March,"$ 7,439.52",34,48,4
1645,6,Indianapolis,2021,March,"$ 7,339.00",27,41,5
109,6,Indianapolis,2021,March,"$ 7,324.16",41,64,6
179,6,Indianapolis,2021,March,"$ 7,007.27",48,73,7
1552,6,Indianapolis,2021,March,"$ 6,748.65",20,27,8
112,6,Indianapolis,2021,March,"$ 6,504.16",39,59,9
1594,6,Indianapolis,2021,March,"$ 6,462.00",14,18,10
1594,6,Indianapolis,2021,April,"$ 12,206.00",23,34,1
204,6,Indianapolis,2021,April,"$ 7,811.38",40,62,2
211,6,Indianapolis,2021,April,"$ 7,631.28",45,72,3
149,6,Indianapolis,2021,April,"$ 7,624.39",37,61,4
1551,6,Indianapolis,2021,April,"$ 7,358.40",22,32,5
201,6,Indianapolis,2021,April,"$ 7,279.44",35,56,6
1552,6,Indianapolis,2021,April,"$ 7,248.55",18,29,7
173,6,Indianapolis,2021,April,"$ 6,843.41",43,59,8
198,6,Indianapolis,2021,April,"$ 6,649.50",34,50,9
123,6,Indianapolis,2021,April,"$ 6,459.32",42,68,10
1592,6,Indianapolis,2021,May,"$ 7,938.00",30,42,1
201,6,Indianapolis,2021,May,"$ 7,929.39",38,61,2
1594,6,Indianapolis,2021,May,"$ 7,898.00",13,22,3
198,6,Indianapolis,2021,May,"$ 7,447.44",39,56,4
1551,6,Indianapolis,2021,May,"$ 7,128.45",20,31,5
212,6,Indianapolis,2021,May,"$ 7,103.36",40,64,6
1552,6,Indianapolis,2021,May,"$ 6,998.60",17,28,7
109,6,Indianapolis,2021,May,"$ 6,980.84",43,61,8
251,6,Indianapolis,2021,May,"$ 6,602.29",46,71,9
162,6,Indianapolis,2021,May,"$ 6,299.30",45,70,10
206,6,Indianapolis,2021,June,"$ 8,369.46",38,54,1
1594,6,Indianapolis,2021,June,"$ 8,257.00",15,23,2
204,6,Indianapolis,2021,June,"$ 8,189.35",39,65,3
201,6,Indianapolis,2021,June,"$ 7,669.41",39,59,4
198,6,Indianapolis,2021,June,"$ 7,580.43",39,57,5
149,6,Indianapolis,2021,June,"$ 7,374.41",42,59,6
173,6,Indianapolis,2021,June,"$ 7,307.37",43,63,7
1592,6,Indianapolis,2021,June,"$ 6,615.00",24,35,8
2006,6,Indianapolis,2021,June,"$ 6,523.26",37,58,9
1596,6,Indianapolis,2021,June,"$ 6,479.64",24,36,10
1594,6,Indianapolis,2021,July,"$ 9,693.00",18,27,1
106,6,Indianapolis,2021,July,"$ 7,896.36",44,69,2
1552,6,Indianapolis,2021,July,"$ 7,498.50",20,30,3
1572,6,Indianapolis,2021,July,"$ 7,160.00",25,40,4
206,6,Indianapolis,2021,July,"$ 6,974.55",29,45,5
149,6,Indianapolis,2021,July,"$ 6,874.45",35,55,6
156,6,Indianapolis,2021,July,"$ 6,799.32",44,68,7
115,6,Indianapolis,2021,July,"$ 6,751.96",41,59,8
204,6,Indianapolis,2021,July,"$ 6,551.48",35,52,9
201,6,Indianapolis,2021,July,"$ 6,499.50",30,50,10
1594,6,Indianapolis,2021,August,"$ 12,565.00",25,35,1
1551,6,Indianapolis,2021,August,"$ 7,358.40",21,32,2
1552,6,Indianapolis,2021,August,"$ 7,248.55",20,29,3
2007,6,Indianapolis,2021,August,"$ 6,902.41",39,59,4
198,6,Indianapolis,2021,August,"$ 6,782.49",32,51,5
1596,6,Indianapolis,2021,August,"$ 6,659.63",23,37,6
109,6,Indianapolis,2021,August,"$ 6,637.52",41,58,7
149,6,Indianapolis,2021,August,"$ 6,624.47",38,53,8
2014,6,Indianapolis,2021,August,"$ 6,544.23",49,77,9
121,6,Indianapolis,2021,August,"$ 6,364.33",40,67,10
201,6,Indianapolis,2021,September,"$ 7,539.42",36,58,1
1594,6,Indianapolis,2021,September,"$ 7,180.00",14,20,2
173,6,Indianapolis,2021,September,"$ 6,843.41",36,59,3
197,6,Indianapolis,2021,September,"$ 6,677.37",37,63,4
2007,6,Indianapolis,2021,September,"$ 6,551.44",34,56,5
17,6,Indianapolis,2021,September,"$ 6,543.46",49,77,6
242,6,Indianapolis,2021,September,"$ 6,489.41",40,59,7
204,6,Indianapolis,2021,September,"$ 6,299.50",33,50,8
206,6,Indianapolis,2021,September,"$ 6,199.60",28,40,9
149,6,Indianapolis,2021,September,"$ 6,124.51",31,49,10
206,6,Indianapolis,2021,October,"$ 8,214.47",33,53,1
1551,6,Indianapolis,2021,October,"$ 7,588.35",21,33,2
156,6,Indianapolis,2021,October,"$ 6,899.31",49,69,3
1596,6,Indianapolis,2021,October,"$ 6,659.63",22,37,4
121,6,Indianapolis,2021,October,"$ 6,649.30",47,70,5
152,6,Indianapolis,2021,October,"$ 6,599.34",43,66,6
2007,6,Indianapolis,2021,October,"$ 6,551.44",40,56,7
112,6,Indianapolis,2021,October,"$ 6,504.16",39,59,8
149,6,Indianapolis,2021,October,"$ 6,499.48",34,52,9
1552,6,Indianapolis,2021,October,"$ 6,498.70",15,26,10
1594,6,Indianapolis,2021,November,"$ 7,180.00",14,20,1
1552,6,Indianapolis,2021,November,"$ 6,998.60",16,28,2
206,6,Indianapolis,2021,November,"$ 6,974.55",29,45,3
2008,6,Indianapolis,2021,November,"$ 6,727.42",36,58,4
198,6,Indianapolis,2021,November,"$ 6,649.50",37,50,5
2006,6,Indianapolis,2021,November,"$ 6,073.38",38,54,6
211,6,Indianapolis,2021,November,"$ 6,041.43",36,57,7
109,6,Indianapolis,2021,November,"$ 5,950.88",34,52,8
172,6,Indianapolis,2021,November,"$ 5,794.39",38,61,9
179,6,Indianapolis,2021,November,"$ 5,759.40",36,60,10
1552,6,Indianapolis,2021,December,"$ 11,497.70",31,46,1
1594,6,Indianapolis,2021,December,"$ 10,770.00",21,30,2
173,6,Indianapolis,2021,December,"$ 10,323.11",58,89,3
198,6,Indianapolis,2021,December,"$ 9,974.25",48,75,4
211,6,Indianapolis,2021,December,"$ 9,433.11",60,89,5
2007,6,Indianapolis,2021,December,"$ 8,891.24",52,76,6
183,6,Indianapolis,2021,December,"$ 8,599.14",58,86,7
197,6,Indianapolis,2021,December,"$ 8,479.20",52,80,8
242,6,Indianapolis,2021,December,"$ 8,359.24",50,76,9
206,6,Indianapolis,2021,December,"$ 8,214.47",35,53,10
206,6,Indianapolis,2022,January,"$ 9,919.36",42,64,1
1594,6,Indianapolis,2022,January,"$ 9,693.00",18,27,2
204,6,Indianapolis,2022,January,"$ 8,819.30",46,70,3
1551,6,Indianapolis,2022,January,"$ 7,818.30",21,34,4
1591,6,Indianapolis,2022,January,"$ 7,267.00",25,43,5
198,6,Indianapolis,2022,January,"$ 6,782.49",37,51,6
242,6,Indianapolis,2022,January,"$ 6,709.39",40,61,7
2006,6,Indianapolis,2022,January,"$ 6,635.73",38,59,8
160,6,Indianapolis,2022,January,"$ 6,569.27",48,73,9
271,6,Indianapolis,2022,January,"$ 6,569.27",49,73,10
1594,6,Indianapolis,2022,Febuary,"$ 11,488.00",19,32,1
198,6,Indianapolis,2022,Febuary,"$ 8,112.39",38,61,2
125,6,Indianapolis,2022,Febuary,"$ 7,694.19",52,81,3
1592,6,Indianapolis,2022,Febuary,"$ 7,182.00",25,38,4
206,6,Indianapolis,2022,Febuary,"$ 7,129.54",30,46,5
1596,6,Indianapolis,2022,Febuary,"$ 6,839.62",25,38,6
160,6,Indianapolis,2022,Febuary,"$ 6,839.24",49,76,7
242,6,Indianapolis,2022,Febuary,"$ 6,819.38",38,62,8
2008,6,Indianapolis,2022,Febuary,"$ 6,611.43",39,57,9
204,6,Indianapolis,2022,Febuary,"$ 6,299.50",34,50,10
1594,6,Indianapolis,2022,March,"$ 8,616.00",16,24,1
112,6,Indianapolis,2022,March,"$ 8,378.24",46,76,2
1552,6,Indianapolis,2022,March,"$ 7,998.40",21,32,3
149,6,Indianapolis,2022,March,"$ 7,749.38",41,62,4
204,6,Indianapolis,2022,March,"$ 7,685.39",40,61,5
1635,6,Indianapolis,2022,March,"$ 7,559.58",25,42,6
2007,6,Indianapolis,2022,March,"$ 7,370.37",40,63,7
1592,6,Indianapolis,2022,March,"$ 6,993.00",25,37,8
198,6,Indianapolis,2022,March,"$ 6,915.48",37,52,9
211,6,Indianapolis,2022,March,"$ 6,889.35",42,65,10
1594,6,Indianapolis,2022,April,"$ 12,565.00",24,35,1
204,6,Indianapolis,2022,April,"$ 7,685.39",39,61,2
1635,6,Indianapolis,2022,April,"$ 7,379.59",26,41,3
1551,6,Indianapolis,2022,April,"$ 7,128.45",20,31,4
271,6,Indianapolis,2022,April,"$ 7,019.22",52,78,5
149,6,Indianapolis,2022,April,"$ 6,999.44",34,56,6
1592,6,Indianapolis,2022,April,"$ 6,804.00",26,36,7
1571,6,Indianapolis,2022,April,"$ 6,519.00",26,41,8
177,6,Indianapolis,2022,April,"$ 6,509.38",42,62,9
250,6,Indianapolis,2022,April,"$ 6,416.31",50,69,10
1594,6,Indianapolis,2022,May,"$ 10,770.00",19,30,1
106,6,Indianapolis,2022,May,"$ 8,583.00",48,75,2
1593,6,Indianapolis,2022,May,"$ 7,942.00",24,38,3
219,6,Indianapolis,2022,May,"$ 7,591.27",47,73,4
119,6,Indianapolis,2022,May,"$ 7,275.73",47,77,5
212,6,Indianapolis,2022,May,"$ 7,103.36",41,64,6
242,6,Indianapolis,2022,May,"$ 7,039.36",41,64,7
1552,6,Indianapolis,2022,May,"$ 6,998.60",19,28,8
206,6,Indianapolis,2022,May,"$ 6,974.55",32,45,9
2008,6,Indianapolis,2022,May,"$ 6,959.40",38,60,10
1594,6,Indianapolis,2022,June,"$ 10,052.00",18,28,1
115,6,Indianapolis,2022,June,"$ 7,438.60",41,65,2
219,6,Indianapolis,2022,June,"$ 7,383.29",48,71,3
201,6,Indianapolis,2022,June,"$ 7,279.44",37,56,4
149,6,Indianapolis,2022,June,"$ 7,249.42",38,58,5
1552,6,Indianapolis,2022,June,"$ 7,248.55",20,29,6
212,6,Indianapolis,2022,June,"$ 7,103.36",43,64,7
2007,6,Indianapolis,2022,June,"$ 7,019.40",39,60,8
1645,6,Indianapolis,2022,June,"$ 6,981.00",26,39,9
183,6,Indianapolis,2022,June,"$ 6,899.31",48,69,10
1551,6,Indianapolis,2022,July,"$ 8,508.15",24,37,1
204,6,Indianapolis,2022,July,"$ 7,307.42",40,58,2
1552,6,Indianapolis,2022,July,"$ 6,748.65",19,27,3
2008,6,Indianapolis,2022,July,"$ 6,727.42",35,58,4
198,6,Indianapolis,2022,July,"$ 6,649.50",33,50,5
1594,6,Indianapolis,2022,July,"$ 6,462.00",13,18,6
212,6,Indianapolis,2022,July,"$ 6,437.42",36,58,7
115,6,Indianapolis,2022,July,"$ 6,294.20",34,55,8
2011,6,Indianapolis,2022,July,"$ 6,119.40",35,60,9
201,6,Indianapolis,2022,July,"$ 5,849.55",34,45,10
1594,6,Indianapolis,2022,August,"$ 12,924.00",22,36,1
149,6,Indianapolis,2022,August,"$ 7,999.36",46,64,2
198,6,Indianapolis,2022,August,"$ 7,846.41",38,59,3
185,6,Indianapolis,2022,August,"$ 7,369.33",46,67,4
206,6,Indianapolis,2022,August,"$ 7,129.54",28,46,5
156,6,Indianapolis,2022,August,"$ 6,999.30",48,70,6
251,6,Indianapolis,2022,August,"$ 6,974.25",48,75,7
112,6,Indianapolis,2022,August,"$ 6,945.12",39,63,8
106,6,Indianapolis,2022,August,"$ 6,408.64",37,56,9
115,6,Indianapolis,2022,August,"$ 6,408.64",39,56,10
1594,6,Indianapolis,2022,September,"$ 9,693.00",19,27,1
206,6,Indianapolis,2022,September,"$ 8,989.42",38,58,2
177,6,Indianapolis,2022,September,"$ 7,664.27",48,73,3
2008,6,Indianapolis,2022,September,"$ 7,539.35",43,65,4
176,6,Indianapolis,2022,September,"$ 7,099.29",45,71,5
106,6,Indianapolis,2022,September,"$ 6,980.84",40,61,6
115,6,Indianapolis,2022,September,"$ 6,980.84",39,61,7
2009,6,Indianapolis,2022,September,"$ 6,899.31",45,69,8
204,6,Indianapolis,2022,September,"$ 6,803.46",35,54,9
173,6,Indianapolis,2022,September,"$ 6,727.42",36,58,10
1594,6,Indianapolis,2022,October,"$ 11,129.00",20,31,1
149,6,Indianapolis,2022,October,"$ 9,249.26",50,74,2
1551,6,Indianapolis,2022,October,"$ 9,198.00",25,40,3
201,6,Indianapolis,2022,October,"$ 8,189.37",40,63,4
198,6,Indianapolis,2022,October,"$ 8,112.39",43,61,5
206,6,Indianapolis,2022,October,"$ 7,904.49",34,51,6
1591,6,Indianapolis,2022,October,"$ 7,436.00",26,44,7
115,6,Indianapolis,2022,October,"$ 6,866.40",41,60,8
168,6,Indianapolis,2022,October,"$ 6,599.34",45,66,9
204,6,Indianapolis,2022,October,"$ 6,551.48",35,52,10
173,6,Indianapolis,2022,November,"$ 8,351.28",48,72,1
1594,6,Indianapolis,2022,November,"$ 8,257.00",13,23,2
109,6,Indianapolis,2022,November,"$ 7,896.36",45,69,3
201,6,Indianapolis,2022,November,"$ 7,669.41",37,59,4
206,6,Indianapolis,2022,November,"$ 7,439.52",34,48,5
149,6,Indianapolis,2022,November,"$ 6,624.47",34,53,6
185,6,Indianapolis,2022,November,"$ 6,489.41",37,59,7
1551,6,Indianapolis,2022,November,"$ 6,438.60",19,28,8
177,6,Indianapolis,2022,November,"$ 6,404.39",42,61,9
1552,6,Indianapolis,2022,November,"$ 6,248.75",17,25,10
204,6,Indianapolis,2022,December,"$ 10,457.17",53,83,1
1594,6,Indianapolis,2022,December,"$ 10,052.00",18,28,2
1635,6,Indianapolis,2022,December,"$ 9,539.47",33,53,3
198,6,Indianapolis,2022,December,"$ 9,442.29",46,71,4
206,6,Indianapolis,2022,December,"$ 9,299.40",38,60,5
1551,6,Indianapolis,2022,December,"$ 9,198.00",26,40,6
1552,6,Indianapolis,2022,December,"$ 7,998.40",22,32,7
176,6,Indianapolis,2022,December,"$ 7,799.22",51,78,8
112,6,Indianapolis,2022,December,"$ 7,716.80",47,70,9
2006,6,Indianapolis,2022,December,"$ 7,647.96",46,68,10
1594,6,Indianapolis,2023,January,"$ 10,411.00",21,29,1
1552,6,Indianapolis,2023,January,"$ 9,748.05",25,39,2
201,6,Indianapolis,2023,January,"$ 7,799.40",41,60,3
1593,6,Indianapolis,2023,January,"$ 7,733.00",27,37,4
198,6,Indianapolis,2023,January,"$ 7,713.42",38,58,5
149,6,Indianapolis,2023,January,"$ 7,124.43",40,57,6
2007,6,Indianapolis,2023,January,"$ 7,019.40",41,60,7
2008,6,Indianapolis,2023,January,"$ 6,959.40",37,60,8
7,6,Indianapolis,2023,January,"$ 6,713.42",52,79,9
112,6,Indianapolis,2023,January,"$ 6,504.16",42,59,10
1593,6,Indianapolis,2023,Febuary,"$ 7,315.00",21,35,1
201,6,Indianapolis,2023,Febuary,"$ 6,759.48",36,52,2
1594,6,Indianapolis,2023,Febuary,"$ 6,462.00",13,18,3
206,6,Indianapolis,2023,Febuary,"$ 6,199.60",25,40,4
176,6,Indianapolis,2023,Febuary,"$ 6,099.39",38,61,5
204,6,Indianapolis,2023,Febuary,"$ 6,047.52",29,48,6
119,6,Indianapolis,2023,Febuary,"$ 5,669.40",40,60,7
173,6,Indianapolis,2023,Febuary,"$ 5,567.52",32,48,8
2006,6,Indianapolis,2023,Febuary,"$ 5,511.03",32,49,9
198,6,Indianapolis,2023,Febuary,"$ 5,452.59",28,41,10
1551,6,Indianapolis,2023,March,"$ 10,117.80",28,44,1
149,6,Indianapolis,2023,March,"$ 6,999.44",34,56,2
198,6,Indianapolis,2023,March,"$ 6,782.49",33,51,3
201,6,Indianapolis,2023,March,"$ 6,759.48",34,52,4
