Customer_ID,Product_ID,Transaction_Date,Units_Sold,State
309,230,2020-06-11,1,Colorado
355,1297,2020-06-11,2,Massachusetts
328,728,2020-06-11,8,California
634,178,2020-06-11,7,Pennsylvania
785,837,2020-06-11,1,Texas
210,1124,2020-06-11,10,Oregon
181,677,2020-06-11,10,West Virginia
152,156,2020-06-11,9,California
923,777,2020-06-11,5,New Jersey
557,1380,2020-06-11,3,New Jersey
723,769,2020-06-11,1,Colorado
291,1947,2020-06-12,10,Ohio
572,798,2020-06-12,1,Oregon
831,651,2020-06-12,7,Utah
106,1530,2020-06-12,4,New York
723,309,2020-06-12,1,Michigan
245,798,2020-06-12,1,Alabama
532,1402,2020-06-12,5,Massachusetts
508,1800,2020-06-12,10,Indiana
852,172,2020-06-12,2,Georgia
169,1846,2020-06-12,3,Mississippi
524,105,2020-06-12,4,Mississippi
160,1640,2020-06-12,1,Texas
448,1000,2020-06-12,7,Washington
100,1248,2020-06-12,4,Texas
165,399,2020-06-12,8,Nevada
756,937,2020-06-12,10,Washington
194,1158,2020-06-12,10,Virginia
717,1506,2020-06-12,2,Missouri
424,90,2020-06-12,4,Illinois
606,1027,2020-06-12,3,Kentucky
359,1181,2020-06-12,3,Nevada
959,1068,2020-06-12,9,Oklahoma
599,739,2020-06-12,10,Washington
626,541,2020-06-12,1,North Carolina
448,1685,2020-06-12,4,California
294,837,2020-06-12,2,Texas
801,925,2020-06-12,1,Wyoming
284,1303,2020-06-12,4,Virginia
426,1698,2020-06-12,9,Hawaii
344,319,2020-06-12,10,Pennsylvania
307,373,2020-06-12,1,Iowa
989,618,2020-06-12,7,Washington
784,1907,2020-06-12,5,Illinois
696,141,2020-06-12,6,North Carolina
726,1013,2020-06-12,2,Pennsylvania
861,1030,2020-06-12,8,California
574,784,2020-06-12,2,Ohio
117,151,2020-06-12,4,Oregon
794,41,2020-06-12,6,Kentucky
943,1992,2020-06-12,7,California
647,822,2020-06-12,1,Pennsylvania
467,162,2020-06-12,8,California
926,837,2020-06-12,1,Nevada
430,1206,2020-06-12,3,Arizona
995,1623,2020-06-12,3,Massachusetts
515,225,2020-06-12,4,Ohio
777,1339,2020-06-12,6,Texas
726,579,2020-06-12,3,Tennessee
896,385,2020-06-12,8,Louisiana
711,1179,2020-06-12,6,California
781,541,2020-06-12,5,Pennsylvania
173,1827,2020-06-12,8,Florida
312,554,2020-06-12,9,Louisiana
801,567,2020-06-13,1,Florida
881,884,2020-06-13,2,Virginia
334,544,2020-06-13,7,Oregon
736,967,2020-06-13,1,Tennessee
739,957,2020-06-13,3,Rhode Island
278,1452,2020-06-13,1,Florida
408,687,2020-06-13,2,New Jersey
502,450,2020-06-13,8,Alaska
548,571,2020-06-13,1,Kentucky
358,1781,2020-06-13,2,Wisconsin
928,347,2020-06-13,5,Minnesota
872,1286,2020-06-13,9,Colorado
743,1844,2020-06-13,4,Maryland
369,1328,2020-06-13,1,California
130,205,2020-06-13,5,California
429,1608,2020-06-13,1,California
906,1783,2020-06-13,9,Illinois
446,769,2020-06-13,4,Illinois
672,867,2020-06-13,2,Virginia
703,1584,2020-06-13,8,Florida
291,1713,2020-06-13,6,Texas
816,36,2020-06-13,6,Arizona
473,939,2020-06-13,10,California
219,1000,2020-06-13,4,Kentucky
668,618,2020-06-13,10,Indiana
509,534,2020-06-13,7,Pennsylvania
440,235,2020-06-13,5,Colorado
696,557,2020-06-13,10,Kentucky
802,56,2020-06-13,2,California
751,262,2020-06-13,1,Florida
688,837,2020-06-13,3,Ohio
485,1312,2020-06-13,3,New York
380,258,2020-06-13,3,Delaware
375,975,2020-06-13,8,Ohio
942,1639,2020-06-13,1,Tennessee
969,1685,2020-06-13,7,Mississippi
218,1950,2020-06-13,5,Pennsylvania
792,1269,2020-06-13,8,Ohio
796,567,2020-06-13,6,Nevada
609,1285,2020-06-13,2,Arizona
314,368,2020-06-13,9,Ohio
946,1631,2020-06-13,7,Nevada
269,829,2020-06-13,7,New York
255,253,2020-06-13,4,Louisiana
470,1311,2020-06-13,9,Oregon
810,1506,2020-06-13,4,New York
962,925,2020-06-13,8,Ohio
255,248,2020-06-13,4,Texas
580,1547,2020-06-13,9,Florida
504,798,2020-06-13,7,New York
709,74,2020-06-13,10,New York
205,1117,2020-06-13,5,New York
682,162,2020-06-13,4,Florida
128,1516,2020-06-13,10,California
716,1595,2020-06-13,10,New York
715,925,2020-06-13,9,California
473,865,2020-06-13,4,New York
579,1038,2020-06-13,2,Tennessee
204,172,2020-06-13,3,California
506,1945,2020-06-13,6,Michigan
516,1595,2020-06-13,2,Washington
679,1758,2020-06-14,1,Arkansas
899,867,2020-06-14,5,California
493,1047,2020-06-14,3,Ohio
111,1781,2020-06-14,1,Texas
951,1306,2020-06-14,1,California
114,827,2020-06-14,8,California
385,1195,2020-06-14,10,Wisconsin
149,469,2020-06-14,2,Florida
851,1392,2020-06-14,8,Colorado
321,1953,2020-06-14,4,Minnesota
341,558,2020-06-14,5,Texas
202,141,2020-06-14,10,Oklahoma
349,1896,2020-06-14,10,Utah
568,285,2020-06-14,4,Texas
471,1984,2020-06-14,10,California
550,210,2020-06-14,9,Texas
742,937,2020-06-14,5,California
957,1648,2020-06-14,2,Utah
912,237,2020-06-14,8,Wisconsin
906,1770,2020-06-14,8,California
648,1269,2020-06-14,8,Maine
484,1150,2020-06-14,9,New York
371,726,2020-06-14,3,New York
610,399,2020-06-14,2,North Carolina
315,703,2020-06-14,2,California
262,769,2020-06-14,10,Pennsylvania
534,209,2020-06-14,6,North Carolina
894,407,2020-06-14,5,Illinois
532,1222,2020-06-14,6,Minnesota
455,1942,2020-06-14,2,Tennessee
890,1049,2020-06-14,6,Georgia
333,323,2020-06-14,2,Louisiana
638,353,2020-06-14,1,Utah
399,522,2020-06-14,1,South Carolina
908,1970,2020-06-14,6,North Carolina
592,1721,2020-06-14,7,Arizona
204,261,2020-06-14,10,Texas
615,549,2020-06-14,7,New York
578,722,2020-06-14,10,New York
510,894,2020-06-14,5,Illinois
656,544,2020-06-14,9,Texas
862,1858,2020-06-14,2,Florida
959,2,2020-06-14,10,Texas
155,965,2020-06-14,2,New York
328,933,2020-06-14,3,Washington
229,823,2020-06-15,4,Virginia
319,1699,2020-06-15,1,Maryland
413,2,2020-06-15,9,California
708,908,2020-06-15,8,New Mexico
369,242,2020-06-15,8,Pennsylvania
530,1974,2020-06-15,2,California
669,1751,2020-06-15,4,Connecticut
945,1545,2020-06-15,3,Illinois
106,988,2020-06-15,6,California
593,1971,2020-06-15,2,Alabama
943,867,2020-06-15,6,North Dakota
610,639,2020-06-15,7,Pennsylvania
733,1832,2020-06-15,10,Nevada
800,558,2020-06-15,6,Texas
949,1372,2020-06-15,6,Texas
230,1532,2020-06-15,2,Pennsylvania
526,1410,2020-06-15,8,Missouri
175,52,2020-06-15,3,Texas
507,1297,2020-06-15,5,Colorado
579,246,2020-06-15,8,Oklahoma
581,95,2020-06-15,1,Missouri
180,112,2020-06-15,8,Indiana
897,1658,2020-06-15,3,Alabama
549,246,2020-06-15,2,California
557,618,2020-06-15,5,Hawaii
273,28,2020-06-15,9,Tennessee
892,837,2020-06-15,10,California
339,1441,2020-06-15,4,Nevada
709,482,2020-06-15,9,Virginia
119,1618,2020-06-15,9,Utah
784,1092,2020-06-15,6,Oregon
388,867,2020-06-15,7,Missouri
547,871,2020-06-15,10,Colorado
270,1898,2020-06-15,9,Pennsylvania
882,1605,2020-06-15,10,Tennessee
609,1605,2020-06-15,1,Kansas
291,1655,2020-06-15,6,Maryland
786,304,2020-06-15,10,Ohio
592,172,2020-06-15,7,California
455,970,2020-06-15,4,California
476,1484,2020-06-15,4,California
468,977,2020-06-15,7,California
822,248,2020-06-15,3,Ohio
843,1545,2020-06-15,10,New Jersey
898,868,2020-06-15,1,Michigan
676,1392,2020-06-15,5,New Jersey
389,223,2020-06-15,8,Tennessee
272,558,2020-06-15,10,Louisiana
454,61,2020-06-15,10,Mississippi
958,105,2020-06-15,3,Texas
195,660,2020-06-15,7,Utah
407,1150,2020-06-15,1,Mississippi
320,1418,2020-06-15,6,Massachusetts
858,867,2020-06-15,4,New York
970,1501,2020-06-16,1,New Hampshire
874,881,2020-06-16,6,New York
879,162,2020-06-16,4,Washington
940,1460,2020-06-16,1,Georgia
276,150,2020-06-16,9,Florida
187,348,2020-06-16,6,Indiana
920,705,2020-06-16,1,Arizona
622,1147,2020-06-16,9,New York
212,1981,2020-06-16,4,Illinois
717,393,2020-06-16,6,Massachusetts
606,1293,2020-06-16,6,Mississippi
959,304,2020-06-16,7,Washington
904,389,2020-06-16,10,Wisconsin
807,142,2020-06-16,10,Massachusetts
608,172,2020-06-16,2,Connecticut
141,1092,2020-06-16,6,North Carolina
390,814,2020-06-16,8,Illinois
622,1721,2020-06-16,4,Texas
540,1490,2020-06-16,1,North Carolina
808,41,2020-06-16,5,California
438,1520,2020-06-16,2,Texas
160,1287,2020-06-16,9,Oregon
117,1879,2020-06-16,10,Florida
536,868,2020-06-16,2,New Jersey
857,1055,2020-06-16,2,Pennsylvania
348,578,2020-06-16,1,Georgia
944,763,2020-06-16,8,Michigan
997,1088,2020-06-16,6,Rhode Island
700,1232,2020-06-16,3,Washington
264,596,2020-06-16,1,Florida
509,1919,2020-06-16,8,New York
670,79,2020-06-16,3,Georgia
239,789,2020-06-16,4,Louisiana
788,1102,2020-06-16,1,Virginia
924,1233,2020-06-16,1,Texas
304,539,2020-06-16,2,Kentucky
511,1914,2020-06-16,9,California
635,1379,2020-06-16,7,Kansas
765,1533,2020-06-16,10,California
329,1260,2020-06-16,3,Florida
107,1313,2020-06-16,8,Alabama
514,259,2020-06-16,4,Ohio
668,1311,2020-06-16,7,North Carolina
795,456,2020-06-16,2,South Carolina
693,625,2020-06-16,6,Texas
336,1963,2020-06-16,10,Texas
822,1963,2020-06-17,6,North Carolina
454,1000,2020-06-17,6,Tennessee
440,1313,2020-06-17,6,New York
507,1728,2020-06-17,9,California
803,1890,2020-06-17,7,California
190,712,2020-06-17,3,New York
800,1974,2020-06-17,3,South Carolina
156,1392,2020-06-17,1,West Virginia
201,1631,2020-06-17,7,Colorado
586,176,2020-06-17,8,Alabama
298,1004,2020-06-17,1,Connecticut
651,249,2020-06-17,7,Tennessee
218,201,2020-06-17,3,New Mexico
789,178,2020-06-17,1,Colorado
181,1269,2020-06-17,1,New Jersey
316,871,2020-06-17,10,Texas
545,937,2020-06-17,1,Pennsylvania
678,1446,2020-06-17,3,Colorado
791,1719,2020-06-17,2,Texas
854,708,2020-06-17,2,Alabama
945,1814,2020-06-17,7,South Carolina
202,742,2020-06-17,8,Florida
283,275,2020-06-17,1,Wisconsin
105,1950,2020-06-17,7,Louisiana
372,399,2020-06-17,9,Florida
665,156,2020-06-17,7,Ohio
889,1884,2020-06-17,8,California
401,1179,2020-06-17,7,Florida
466,1397,2020-06-17,3,Florida
452,1605,2020-06-17,4,California
937,914,2020-06-17,1,Wisconsin
247,1134,2020-06-17,5,Oregon
397,1179,2020-06-17,1,Louisiana
953,1655,2020-06-17,3,Colorado
582,832,2020-06-17,8,Ohio
994,1117,2020-06-17,9,California
595,1088,2020-06-17,5,Michigan
422,498,2020-06-17,2,Virginia
253,1378,2020-06-17,9,Illinois
309,571,2020-06-17,5,Texas
508,505,2020-06-18,4,Virginia
549,498,2020-06-18,2,California
216,1131,2020-06-18,10,New Jersey
886,1460,2020-06-18,6,Colorado
408,977,2020-06-18,8,Florida
979,517,2020-06-18,8,Massachusetts
414,1495,2020-06-18,2,California
805,1497,2020-06-18,5,Tennessee
529,621,2020-06-18,9,California
873,1040,2020-06-18,1,Oklahoma
246,567,2020-06-18,10,California
421,1584,2020-06-18,4,Texas
690,136,2020-06-18,4,Pennsylvania
456,1963,2020-06-18,9,Utah
656,923,2020-06-18,5,New York
367,1203,2020-06-18,4,Illinois
828,1380,2020-06-18,5,California
834,1793,2020-06-18,9,California
521,677,2020-06-18,1,Illinois
306,973,2020-06-18,8,Arkansas
843,1840,2020-06-18,9,North Carolina
689,1269,2020-06-18,2,Florida
472,588,2020-06-18,7,Texas
826,853,2020-06-18,5,South Carolina
184,187,2020-06-18,1,Hawaii
728,940,2020-06-18,4,Oregon
356,1437,2020-06-18,3,New York
624,1940,2020-06-18,3,Texas
901,450,2020-06-18,6,Tennessee
407,1248,2020-06-18,9,California
445,1130,2020-06-18,3,Ohio
170,1903,2020-06-18,10,Illinois
809,1760,2020-06-18,10,Ohio
491,1790,2020-06-18,6,Michigan
142,1756,2020-06-18,5,Maryland
664,1187,2020-06-18,6,Massachusetts
459,1532,2020-06-18,10,Georgia
170,1322,2020-06-18,1,Oregon
998,743,2020-06-18,2,New York
132,864,2020-06-18,3,Ohio
173,197,2020-06-18,9,Texas
837,1865,2020-06-18,5,Oklahoma
343,1653,2020-06-18,9,Texas
183,865,2020-06-19,8,Hawaii
699,1135,2020-06-19,6,California
939,1653,2020-06-19,9,Wyoming
285,1855,2020-06-19,1,New York
703,658,2020-06-19,5,New Jersey
695,522,2020-06-19,10,Missouri
755,807,2020-06-19,4,Oregon
417,185,2020-06-19,6,Arkansas
723,1532,2020-06-19,10,Utah
641,172,2020-06-19,2,Michigan
562,303,2020-06-19,10,Georgia
852,930,2020-06-19,8,Maryland
422,205,2020-06-19,8,Virginia
878,1665,2020-06-19,6,Wisconsin
966,1542,2020-06-19,2,Ohio
381,335,2020-06-19,1,Florida
219,1438,2020-06-19,9,Colorado
745,1479,2020-06-19,4,South Carolina
486,1379,2020-06-19,7,Pennsylvania
344,1018,2020-06-19,10,Florida
542,13,2020-06-19,9,California
152,722,2020-06-19,7,North Carolina
296,925,2020-06-19,6,Oregon
415,946,2020-06-19,4,Louisiana
745,763,2020-06-19,2,Washington
930,1313,2020-06-19,2,Florida
828,502,2020-06-19,4,Florida
318,1614,2020-06-19,10,Mississippi
243,1382,2020-06-19,7,New Jersey
268,933,2020-06-19,3,California
454,729,2020-06-19,8,Oklahoma
862,617,2020-06-19,8,Ohio
910,450,2020-06-19,8,Pennsylvania
815,1082,2020-06-19,7,Texas
761,1184,2020-06-19,8,California
555,1747,2020-06-19,4,Indiana
325,237,2020-06-19,3,Wisconsin
334,237,2020-06-19,9,Mississippi
557,1269,2020-06-19,10,Indiana
355,315,2020-06-19,3,Florida
433,510,2020-06-19,2,New York
460,1754,2020-06-19,3,Virginia
501,977,2020-06-19,8,New Jersey
237,1181,2020-06-19,5,California
460,1946,2020-06-19,6,Delaware
182,554,2020-06-19,8,Oklahoma
823,1158,2020-06-19,8,California
419,973,2020-06-19,4,Texas
344,833,2020-06-19,9,California
194,1530,2020-06-19,2,New York
158,1446,2020-06-20,4,West Virginia
161,1744,2020-06-20,9,Texas
752,918,2020-06-20,2,Georgia
543,1598,2020-06-20,7,Nebraska
709,1493,2020-06-20,2,Connecticut
812,1392,2020-06-20,7,California
713,1827,2020-06-20,4,New York
491,833,2020-06-20,7,Virginia
562,1541,2020-06-20,1,California
522,571,2020-06-20,6,South Carolina
731,1131,2020-06-20,8,Virginia
946,1844,2020-06-20,3,Pennsylvania
821,185,2020-06-20,2,Michigan
731,1744,2020-06-20,1,Kansas
754,951,2020-06-20,5,California
399,1530,2020-06-20,8,Pennsylvania
702,1331,2020-06-20,6,Washington
421,1950,2020-06-20,7,Nevada
460,28,2020-06-20,9,Indiana
516,1911,2020-06-20,4,Washington
261,1150,2020-06-20,10,North Carolina
732,1368,2020-06-20,10,Colorado
985,1202,2020-06-20,7,New York
244,867,2020-06-20,9,Delaware
445,485,2020-06-20,7,Florida
197,1380,2020-06-20,6,Florida
688,1895,2020-06-20,2,Massachusetts
164,939,2020-06-20,2,Arizona
801,1446,2020-06-20,5,Michigan
714,1130,2020-06-20,1,Texas
465,1795,2020-06-20,8,South Dakota
469,1528,2020-06-20,8,California
663,1474,2020-06-20,9,Massachusetts
173,375,2020-06-20,2,Pennsylvania
468,1898,2020-06-20,7,Tennessee
291,260,2020-06-20,8,Florida
132,614,2020-06-20,2,Kansas
384,1286,2020-06-20,2,Florida
434,859,2020-06-20,7,New York
210,207,2020-06-20,2,California
816,51,2020-06-20,1,New Jersey
316,41,2020-06-20,8,Utah
321,1800,2020-06-20,2,Florida
453,1306,2020-06-20,8,Minnesota
377,406,2020-06-20,2,Massachusetts
601,288,2020-06-20,4,Ohio
839,1916,2020-06-20,4,Arizona
436,541,2020-06-20,5,Pennsylvania
386,1306,2020-06-20,7,New York
505,835,2020-06-20,3,Texas
692,176,2020-06-20,1,Arizona
918,1761,2020-06-20,7,Colorado
260,914,2020-06-20,1,Mississippi
524,1173,2020-06-20,8,South Carolina
810,997,2020-06-20,4,Virginia
797,1909,2020-06-21,6,South Carolina
980,593,2020-06-21,5,Georgia
620,1117,2020-06-21,6,New York
647,481,2020-06-21,10,Florida
990,993,2020-06-21,1,California
534,1995,2020-06-21,1,Ohio
934,798,2020-06-21,1,Missouri
629,230,2020-06-21,4,California
410,832,2020-06-21,3,Mississippi
990,783,2020-06-21,9,California
854,172,2020-06-21,5,Connecticut
918,235,2020-06-21,10,Pennsylvania
614,1181,2020-06-21,1,Louisiana
917,1869,2020-06-21,8,Arkansas
528,1953,2020-06-21,6,Michigan
439,429,2020-06-21,4,Louisiana
158,812,2020-06-21,6,Florida
977,725,2020-06-21,6,Maryland
791,570,2020-06-21,5,Texas
495,584,2020-06-21,8,New York
988,1520,2020-06-21,4,Texas
572,1474,2020-06-21,6,Ohio
215,259,2020-06-21,3,New York
549,1297,2020-06-21,5,Maryland
392,746,2020-06-21,2,Texas
302,168,2020-06-21,9,Texas
586,1829,2020-06-21,4,Pennsylvania
325,952,2020-06-21,10,Illinois
815,176,2020-06-21,2,Colorado
593,318,2020-06-21,10,Texas
381,1331,2020-06-21,8,Indiana
904,617,2020-06-21,2,Indiana
534,1053,2020-06-21,3,California
111,235,2020-06-21,4,Hawaii
494,939,2020-06-21,7,Oregon
244,1440,2020-06-21,4,Georgia
629,409,2020-06-21,8,Pennsylvania
165,1561,2020-06-21,3,California
803,1547,2020-06-21,8,Pennsylvania
556,1775,2020-06-21,9,California
527,1800,2020-06-21,3,Oregon
751,1392,2020-06-21,4,Illinois
833,614,2020-06-21,3,California
428,180,2020-06-21,5,New York
111,1826,2020-06-21,10,Virginia
207,456,2020-06-21,7,Texas
876,1910,2020-06-21,7,Maryland
242,832,2020-06-21,2,California
978,888,2020-06-21,9,California
971,1475,2020-06-21,1,California
493,1248,2020-06-21,7,New Mexico
548,1898,2020-06-21,1,Florida
909,204,2020-06-21,7,Florida
518,618,2020-06-21,1,Georgia
696,176,2020-06-22,2,California
272,1874,2020-06-22,6,California
626,182,2020-06-22,4,Ohio
762,959,2020-06-22,8,Missouri
939,907,2020-06-22,4,Maine
790,1395,2020-06-22,6,New York
466,1427,2020-06-22,2,Florida
883,51,2020-06-22,2,Michigan
262,1580,2020-06-22,4,New York
621,141,2020-06-22,6,Arkansas
183,798,2020-06-22,9,New Jersey
721,1655,2020-06-22,10,Texas
384,308,2020-06-22,9,Tennessee
330,1397,2020-06-22,2,North Carolina
401,1942,2020-06-22,1,Texas
405,705,2020-06-22,1,Pennsylvania
466,1446,2020-06-22,3,Illinois
149,1013,2020-06-22,2,Indiana
884,1529,2020-06-22,6,Florida
971,884,2020-06-22,3,Texas
855,1953,2020-06-22,4,Illinois
841,1719,2020-06-22,5,Massachusetts
700,1631,2020-06-22,7,Illinois
250,544,2020-06-22,8,Florida
645,1639,2020-06-22,5,Florida
215,450,2020-06-22,5,Texas
193,1397,2020-06-22,9,Iowa
802,1117,2020-06-22,5,Utah
153,456,2020-06-22,10,Alabama
152,881,2020-06-22,6,Texas
518,450,2020-06-22,9,Rhode Island
334,1795,2020-06-22,7,Massachusetts
450,639,2020-06-22,6,Tennessee
582,1644,2020-06-22,3,California
129,185,2020-06-22,3,Florida
227,877,2020-06-22,7,Connecticut
400,220,2020-06-22,7,Virginia
823,407,2020-06-22,9,Colorado
971,925,2020-06-22,6,Ohio
455,1475,2020-06-22,9,North Carolina
701,198,2020-06-22,9,California
855,1901,2020-06-23,7,Wisconsin
964,58,2020-06-23,10,Indiana
496,1285,2020-06-23,1,Rhode Island
478,1529,2020-06-23,4,California
797,945,2020-06-23,1,California
469,1248,2020-06-23,10,Florida
414,1747,2020-06-23,10,South Carolina
216,620,2020-06-23,1,Missouri
552,84,2020-06-23,5,California
962,1167,2020-06-23,5,California
784,1222,2020-06-23,5,Washington
569,1437,2020-06-23,9,Texas
393,1886,2020-06-23,9,New Jersey
995,172,2020-06-23,2,Nevada
865,623,2020-06-23,1,Idaho
602,1594,2020-06-23,6,Kentucky
900,409,2020-06-23,2,Iowa
707,1392,2020-06-23,8,South Carolina
710,1117,2020-06-23,3,California
947,1311,2020-06-23,10,Indiana
607,859,2020-06-23,6,Oklahoma
205,1721,2020-06-23,3,Colorado
352,1384,2020-06-23,9,Georgia
233,366,2020-06-23,1,Arkansas
545,368,2020-06-23,5,California
824,1575,2020-06-23,4,Massachusetts
851,235,2020-06-23,7,Massachusetts
717,867,2020-06-23,10,New York
622,419,2020-06-23,4,Pennsylvania
747,1035,2020-06-23,4,Arkansas
729,1150,2020-06-23,6,Massachusetts
560,1530,2020-06-23,6,Delaware
803,1465,2020-06-23,9,Missouri
453,332,2020-06-23,6,North Carolina
463,172,2020-06-23,7,Florida
497,1150,2020-06-23,9,Tennessee
404,1661,2020-06-23,9,Pennsylvania
154,798,2020-06-23,4,New York
837,1495,2020-06-23,2,Georgia
921,1827,2020-06-23,3,California
392,1898,2020-06-23,5,Georgia
360,334,2020-06-23,2,Tennessee
632,903,2020-06-23,10,California
285,952,2020-06-23,10,Minnesota
633,455,2020-06-23,7,Indiana
389,357,2020-06-23,9,New Jersey
390,657,2020-06-23,10,Virginia
614,438,2020-06-23,9,California
742,575,2020-06-23,4,Washington
605,1352,2020-06-23,6,California
978,1339,2020-06-23,8,Illinois
580,1123,2020-06-23,2,California
171,207,2020-06-23,7,North Carolina
497,1380,2020-06-23,7,Georgia
554,1775,2020-06-23,10,Louisiana
101,155,2020-06-23,8,Nebraska
211,1286,2020-06-23,4,California
384,1538,2020-06-23,3,Kentucky
315,1909,2020-06-24,10,Texas
202,837,2020-06-24,1,Illinois
355,103,2020-06-24,4,California
821,1088,2020-06-24,4,New York
328,1879,2020-06-24,10,Arizona
219,1770,2020-06-24,10,Florida
588,542,2020-06-24,10,Georgia
552,1059,2020-06-24,10,New York
275,207,2020-06-24,7,Texas
698,103,2020-06-24,6,Colorado
437,689,2020-06-24,2,Illinois
151,557,2020-06-24,10,New Jersey
915,860,2020-06-24,9,Illinois
523,908,2020-06-24,6,Texas
595,1181,2020-06-24,4,Mississippi
566,1685,2020-06-24,4,Ohio
882,1728,2020-06-24,10,Texas
895,259,2020-06-24,5,Indiana
975,827,2020-06-24,5,Pennsylvania
324,489,2020-06-24,1,New York
531,471,2020-06-24,2,California
263,865,2020-06-24,3,California
171,248,2020-06-24,8,Missouri
785,708,2020-06-24,8,Virginia
189,977,2020-06-24,6,Illinois
774,143,2020-06-24,7,Texas
676,235,2020-06-24,7,Ohio
106,1339,2020-06-24,10,Texas
788,1903,2020-06-24,6,Pennsylvania
592,1380,2020-06-24,9,Indiana
687,1181,2020-06-24,6,Kentucky
975,973,2020-06-24,7,Texas
556,620,2020-06-24,5,California
283,1926,2020-06-24,5,California
210,871,2020-06-24,7,New York
985,444,2020-06-24,5,New Jersey
879,789,2020-06-24,1,Illinois
818,55,2020-06-24,4,Maryland
980,439,2020-06-24,10,California
298,1976,2020-06-24,4,Florida
973,794,2020-06-24,10,New York
118,1520,2020-06-24,3,California
706,1653,2020-06-24,9,Oregon
925,1538,2020-06-24,1,Kentucky
138,1855,2020-06-24,9,Florida
774,618,2020-06-24,10,Pennsylvania
858,617,2020-06-24,9,Georgia
387,1317,2020-06-24,1,Arizona
448,748,2020-06-25,4,Arizona
812,622,2020-06-25,8,New York
662,550,2020-06-25,9,Wisconsin
423,1613,2020-06-25,10,Ohio
242,677,2020-06-25,10,Florida
306,1856,2020-06-25,7,Iowa
499,727,2020-06-25,1,Georgia
259,162,2020-06-25,1,Ohio
770,3,2020-06-25,3,Mississippi
426,1100,2020-06-25,10,Virginia
166,1799,2020-06-25,5,Michigan
211,1301,2020-06-25,2,South Carolina
668,390,2020-06-25,8,Alabama
344,585,2020-06-25,1,Ohio
295,52,2020-06-25,7,Wisconsin
174,1133,2020-06-25,6,Florida
542,1905,2020-06-25,10,California
428,1119,2020-06-25,1,California
107,249,2020-06-25,1,New York
719,726,2020-06-25,6,Indiana
381,1713,2020-06-25,9,Texas
746,1858,2020-06-25,5,North Carolina
942,1378,2020-06-25,2,Illinois
644,553,2020-06-25,3,Washington
102,301,2020-06-25,4,New Mexico
975,1926,2020-06-25,6,New Jersey
334,1072,2020-06-25,10,California
855,1719,2020-06-25,9,Alabama
352,1037,2020-06-25,9,Indiana
724,640,2020-06-25,10,New Jersey
164,1292,2020-06-25,7,California
274,765,2020-06-25,6,California
682,1615,2020-06-25,9,Mississippi
364,468,2020-06-25,3,Florida
438,617,2020-06-25,2,Massachusetts
398,1527,2020-06-25,2,New York
901,373,2020-06-25,1,Missouri
586,1883,2020-06-25,2,Texas
648,1727,2020-06-25,6,Texas
571,103,2020-06-25,2,Ohio
115,1758,2020-06-25,2,New York
706,798,2020-06-25,6,New York
651,1269,2020-06-25,2,Michigan
794,663,2020-06-25,9,California
690,571,2020-06-25,9,Maryland
201,419,2020-06-25,3,Indiana
338,567,2020-06-25,5,Texas
430,51,2020-06-25,4,Massachusetts
908,502,2020-06-25,9,Alabama
709,1926,2020-06-25,9,California
367,798,2020-06-25,4,Montana
440,829,2020-06-25,2,Virginia
447,407,2020-06-25,7,New York
291,179,2020-06-25,6,Georgia
605,1366,2020-06-25,6,California
868,1963,2020-06-25,2,Michigan
813,165,2020-06-25,5,Illinois
440,156,2020-06-26,3,Massachusetts
655,409,2020-06-26,1,Michigan
922,1378,2020-06-26,2,Texas
177,1108,2020-06-26,7,Louisiana
129,968,2020-06-26,1,California
286,115,2020-06-26,10,Texas
220,51,2020-06-26,8,Pennsylvania
489,859,2020-06-26,5,Colorado
762,112,2020-06-26,6,Illinois
242,143,2020-06-26,5,Texas
363,1532,2020-06-26,10,New Jersey
707,1299,2020-06-26,2,Washington
999,399,2020-06-26,9,Tennessee
923,314,2020-06-26,3,Tennessee
232,1117,2020-06-26,7,Virginia
906,558,2020-06-26,8,Delaware
383,342,2020-06-26,6,Kansas
686,1547,2020-06-26,1,Tennessee
719,1124,2020-06-26,8,Iowa
765,13,2020-06-26,8,South Carolina
227,703,2020-06-26,10,Texas
861,1372,2020-06-26,1,California
302,1993,2020-06-26,3,California
935,1313,2020-06-26,7,Iowa
639,1539,2020-06-26,9,California
340,1738,2020-06-26,2,Montana
969,368,2020-06-26,8,Pennsylvania
780,259,2020-06-26,4,Texas
657,2,2020-06-26,6,Tennessee
808,142,2020-06-26,5,Arkansas
568,617,2020-06-26,9,Maine
744,230,2020-06-26,3,New Jersey
295,207,2020-06-26,8,Maryland
820,1096,2020-06-26,5,California
258,335,2020-06-26,3,Oregon
201,176,2020-06-26,2,California
559,176,2020-06-26,7,California
868,56,2020-06-26,6,California
971,1170,2020-06-26,7,Tennessee
472,1835,2020-06-26,5,Idaho
137,172,2020-06-26,6,Texas
448,922,2020-06-26,7,Idaho
734,1170,2020-06-26,4,Texas
466,1493,2020-06-26,8,New Jersey
993,1441,2020-06-26,10,New York
393,1742,2020-06-26,5,North Carolina
884,151,2020-06-26,5,New Jersey
650,867,2020-06-26,8,Florida
872,1909,2020-06-27,7,Florida
966,1976,2020-06-27,8,Nevada
388,544,2020-06-27,5,California
988,1313,2020-06-27,4,Pennsylvania
